trade_date,ts_code,close,pct_change,vol
2020-01-21,881168.TI,1311.4525,0.0,11326457.4
2020-01-22,881168.TI,1315.6341,0.0,9901380.33
2020-01-23,881168.TI,1273.0971,0.0,12861617.48
2020-02-26,881168.TI,1373.0033,0.0,23203183.85
2020-02-27,881168.TI,1371.6583,0.0,14733543.0
2020-02-28,881168.TI,1289.1849,0.0,17788748.2
2020-03-27,881168.TI,1228.056,0.0,7935452.1
2020-03-30,881168.TI,1197.2054,0.0,7982640.32
2020-03-31,881168.TI,1197.1513,0.0,6661085.67
2020-04-28,881168.TI,1172.8232,0.0,11276136.25
2020-04-29,881168.TI,1174.1681,0.0,6761330.49
2020-04-30,881168.TI,1202.7322,0.0,8964200.47
2020-05-27,881168.TI,1251.8543,0.0,9540528.28
2020-05-28,881168.TI,1259.5119,0.0,11080592.11
2020-05-29,881168.TI,1261.3539,0.0,10560007.74
2020-06-24,881168.TI,1286.6234,0.0,9311183.04
2020-06-29,881168.TI,1279.9944,0.0,9751839.73
2020-06-30,881168.TI,1291.5976,0.0,8763389.96
2020-07-29,881168.TI,1546.0205,0.0,22818338.88
2020-07-30,881168.TI,1546.895,0.0,25447699.03
2020-07-31,881168.TI,1572.5274,0.0,27083816.49
2020-08-27,881168.TI,1525.9833,0.0,11395032.33
2020-08-28,881168.TI,1536.5921,0.0,12865957.01
2020-08-31,881168.TI,1546.3084,0.0,21109013.32
2020-09-28,881168.TI,1450.2904,0.0,8094880.55
2020-09-29,881168.TI,1456.3968,0.0,9102284.74
2020-09-30,881168.TI,1441.655,0.0,8908825.87
2020-10-28,881168.TI,1487.9384,0.0,10519171.03
2020-10-29,881168.TI,1471.1131,0.0,9750416.83
2020-10-30,881168.TI,1431.3012,0.0,12004498.78
2020-11-26,881168.TI,1712.6888,0.0,29124574.3
2020-11-27,881168.TI,1703.1494,0.0,27668951.94
2020-11-30,881168.TI,1740.9056,0.0,41605289.17
2020-12-29,881168.TI,1612.4858,0.0,25683659.99
2020-12-30,881168.TI,1636.4677,0.0,21945329.52
2020-12-31,881168.TI,1652.0818,0.0,19845059.91
2021-01-27,881168.TI,1544.7038,0.0,17662170.69
2021-01-28,881168.TI,1522.4285,0.0,17955166.19
2021-01-29,881168.TI,1497.9679,0.0,19517320.17
2021-02-24,881168.TI,1763.2308,0.0,46683977.49
2021-02-25,881168.TI,1753.4982,0.0,40300407.03
