trade_date,ts_code,close,pct_change,vol
2022-12-29,885756.TI,2079.994,0.0,25734503
2022-12-30,885756.TI,2080.302,0.0,26017431
2023-01-30,885756.TI,2318.873,0.0,64104439
2023-01-31,885756.TI,2307.041,0.0,55607246
2023-02-27,885756.TI,2379.895,0.0,55918632
2023-02-28,885756.TI,2397.812,0.0,54542653
2023-03-30,885756.TI,2535.332,0.0,79899717
2023-03-31,885756.TI,2554.315,0.0,74029973
2023-04-27,885756.TI,2380.72,0.0,69570729
2023-04-28,885756.TI,2441.559,0.0,70179185
2023-05-30,885756.TI,2538.908,0.0,71295024
2023-05-31,885756.TI,2561.786,0.0,77344936
2023-06-29,885756.TI,2569.761,0.0,66406430
2023-06-30,885756.TI,2610.765,0.0,76873912
2023-07-28,885756.TI,2483.497,0.0,54872413
2023-07-31,885756.TI,2492.728,0.0,55999004
2023-08-30,885756.TI,2404.469,0.0,76133657
2023-08-31,885756.TI,2412.553,0.0,60714750
2023-09-28,885756.TI,2408.927,0.0,62306682
2023-10-30,885756.TI,2458.693,0.0,94439478
2023-10-31,885756.TI,2446.302,0.0,84605294
2023-11-29,885756.TI,2614.387,0.0,77899267
2023-11-30,885756.TI,2578.172,0.0,71530843
2023-12-28,885756.TI,2452.688,0.0,59303957
2023-12-29,885756.TI,2507.392,0.0,65834071
2024-01-30,885756.TI,1973.825,0.0,47257835
2024-01-31,885756.TI,1871.724,0.0,62059002
2024-02-28,885756.TI,2021.483,0.0,128013092
2024-02-29,885756.TI,2133.502,0.0,103274375
2024-03-28,885756.TI,2156.128,0.0,87491144
2024-03-29,885756.TI,2185.434,0.0,75800065
2024-04-29,885756.TI,2141.821,0.0,95909043
2024-04-30,885756.TI,2116.013,0.0,82869316
2024-05-30,885756.TI,2061.782,0.0,67084928
2024-05-31,885756.TI,2084.738,0.0,72468639
2024-06-27,885756.TI,1980.627,0.0,68176861
2024-06-28,885756.TI,1997.489,0.0,73552909
2024-07-31,885756.TI,2019.413,0.0,95524764
2024-08-29,885756.TI,1855.683,0.0,72032369
2024-08-30,885756.TI,1910.501,0.0,98715380
2024-09-30,885756.TI,2376.371,0.0,232436580
2024-10-31,885756.TI,2822.956,0.0,273526770
2024-11-28,885756.TI,2837.528,0.0,165071620
2024-11-29,885756.TI,2890.514,0.0,176798220
2024-12-31,885756.TI,2766.368,0.0,165726980
2025-02-27,885756.TI,3194.874,0.0,217067640
2025-02-28,885756.TI,3035.451,0.0,201280580
2025-03-28,885756.TI,3012.608,0.0,106581528
2025-03-31,885756.TI,2994.402,0.0,120639174
2025-04-29,885756.TI,2846.514,0.0,108035747
2025-04-30,885756.TI,2889.199,0.0,127763672
2025-05-29,885756.TI,2995.708,0.0,124733051
2025-05-30,885756.TI,2937.685,0.0,118967238
2025-06-27,885756.TI,3158.689,0.0,150804200
2025-06-30,885756.TI,3216.908,0.0,148770640
2025-07-30,885756.TI,3362.536,0.0,148702510
2025-07-31,885756.TI,3339.31,0.0,173288700
2025-08-28,885756.TI,3913.282,0.0,317343880
2025-08-29,885756.TI,3872.35,0.0,267097360
2025-09-29,885756.TI,4003.766,0.0,206201530
2025-09-30,885756.TI,4044.923,0.0,220115780
2025-10-30,885756.TI,4009.567,0.0,243361370
2025-10-31,885756.TI,3989.47,0.0,217100600
2025-11-26,885756.TI,3850.769,0.0,190296130
2025-11-27,885756.TI,3870.864,0.0,181520520
2025-11-28,885756.TI,3920.876,0.0,166773030
2025-12-30,885756.TI,4163.918,0.0,221130010
2025-12-31,885756.TI,4165.607,0.0,232056820
2026-01-29,885756.TI,4634.462,0.0,296471730
2026-01-30,885756.TI,4641.525,0.0,269506840
2026-02-26,885756.TI,4854.227,0.0,238817500
2026-02-27,885756.TI,4873.666,0.0,240550500
2026-03-30,885756.TI,4319.846,0.0,166046930
2026-03-31,885756.TI,4231.154,0.0,178367880
2026-04-22,885756.TI,4876.282,0.0,234576930
2026-04-23,885756.TI,4791.34,0.0,254261520
2026-04-24,885756.TI,4777.5,-0.2889,243490680
2026-04-29,885756.TI,4836.087,1.083,229078650
2026-04-30,885756.TI,4899.538,1.312,257996580
2026-05-06,885756.TI,5039.647,2.8596,295376190
2026-05-07,885756.TI,5166.757,2.5222,297219490
2026-05-08,885756.TI,5204.045,0.7217,289789380
