trade_date,ts_code,close,pct_change,vol
2025-06-27,881121.TI,8916.729,0.0,17768538.0
2025-06-30,881121.TI,9059.426,0.0,17706855.0
2025-07-30,881121.TI,9505.196,0.0,19671650.0
2025-07-31,881121.TI,9419.234,0.0,19728616.0
2025-08-28,881121.TI,11441.903,0.0,43298553.0
2025-08-29,881121.TI,11191.996,0.0,35459764.0
2025-09-29,881121.TI,12227.29,0.0,29834357.0
2025-09-30,881121.TI,12525.778,0.0,34552771.0
2025-10-30,881121.TI,12034.524,0.0,29180486.0
2025-10-31,881121.TI,11824.188,0.0,25967613.0
2025-11-27,881121.TI,11301.088,0.0,21953905.0
2025-11-28,881121.TI,11480.995,0.0,20401910.0
2025-12-30,881121.TI,12056.762,0.0,20587083.0
2025-12-31,881121.TI,11951.778,0.0,19433481.0
2026-01-29,881121.TI,14312.818,0.0,42368078.0
2026-01-30,881121.TI,14442.192,0.0,36296551.0
2026-02-26,881121.TI,14648.428,0.0,28949170.0
2026-02-27,881121.TI,14580.017,0.0,23968466.0
2026-03-30,881121.TI,12716.519,0.0,14992528.0
2026-03-31,881121.TI,12341.13,0.0,16593813.0
2026-04-22,881121.TI,14550.081,0.0,27963024.0
2026-04-23,881121.TI,14242.739,0.0,29819403.0
2026-04-24,881121.TI,14396.871,1.0822,29820784.0
2026-04-29,881121.TI,14665.222,0.3468,28054597.0
2026-04-30,881121.TI,15158.978,3.3668,37047528.0
2026-05-06,881121.TI,15671.115,3.3784,46775126.0
2026-05-07,881121.TI,16098.91,2.7298,38990946.0
2026-05-08,881121.TI,16096.522,-0.0148,36213522.0
